"Date/Time Opened"	"Case Number"	"Account Name"	"SIS (Student Information System)"	"CE Functional Area"	"CE Category"	"Subject"	"Case Date/Time Last Modified"	"Date/Time Grabbed"	"Date/Time Closed"	"Case Owner"	"Status"
"1/20/2021 5:28 PM"	4827540	"Galena Park Independent School District"	"Skyward"			"Query Group"	"2/23/2021 9:56 AM"	"1/20/2021 5:28 PM"	"2/11/2021 9:29 AM"	"Fernando Zavatto"	"Closed"
"1/25/2021 2:02 PM"	4830646	"Mchenry Cmty Cons Sch Dist 15"	"Skyward"			"Adding a Field per student in Blackboard"	"4/15/2021 2:03 PM"	"1/25/2021 2:28 PM"	"4/15/2021 2:03 PM"	"Fernando Zavatto"	"Closed"
"1/25/2021 3:42 PM"	4830790	"Westminster Public Schools"	"Infinite Campus"			"Missing Miscellaneous Folder"	"4/1/2021 5:32 PM"	"1/25/2021 3:42 PM"	"3/2/2021 4:22 PM"	"Fernando Zavatto"	"Closed"
"1/26/2021 9:26 AM"	4831301	"Wentzville School District R4"	"Tyler Tech"			"Please Make The Following Changes to the Negative Lunch Balance Query."	"1/29/2021 8:36 AM"	"1/26/2021 11:06 AM"	"1/29/2021 8:36 AM"	"Fernando Zavatto"	"Closed"
"2/1/2021 9:48 AM"	4835800	"Cadillac Area Public Sch Dist"	"PowerSchool"			"Error For Custom Students Query"	"3/7/2021 10:17 AM"	"2/1/2021 9:48 AM"	"2/5/2021 10:04 AM"	"Fernando Zavatto"	"Closed"
"2/1/2021 10:39 AM"	4835879	"Wentzville School District R4"	"Tyler Tech"			"Position Code Error"	"2/13/2021 11:02 AM"	"2/1/2021 10:58 AM"	"2/13/2021 11:02 AM"	"Fernando Zavatto"	"Closed"
"2/2/2021 5:00 PM"	4837582	"Union Grove Ind School Dist"	"TxEIS"			"Assigments"	"5/15/2021 2:47 PM"	"2/2/2021 5:00 PM"	"4/15/2021 2:42 PM"	"Fernando Zavatto"	"Closed"
"2/4/2021 9:37 AM"	4839168	"North Ridgeville City School District"	"PowerSchool-API"			"Parent Not Receiving Communications"	"2/23/2021 9:57 AM"	"2/4/2021 10:38 AM"	"2/13/2021 2:02 PM"	"Fernando Zavatto"	"Closed"
"2/5/2021 10:13 AM"	4840207	"Mad River Local School Dist"	"DASL (VendorLink)"			"Withdrawn Students Listed in the Software"	"2/17/2021 1:32 PM"	"2/5/2021 10:13 AM"	"2/17/2021 1:32 PM"	"Fernando Zavatto"	"Closed"
"2/8/2021 12:43 PM"	4841620	"Stevens Point Area Public Sd"	"Skyward"			"DataLink Configuration"	"3/12/2021 4:09 PM"	"2/8/2021 2:27 PM"	"2/10/2021 3:28 PM"	"Fernando Zavatto"	"Closed"
"2/8/2021 5:47 PM"	4841947	"Bastrop Ind School District"	"Skyward"			"teachers not being assigned classes because internal id missing"	"3/12/2021 3:18 PM"	"2/8/2021 5:47 PM"	"2/10/2021 3:12 PM"	"Fernando Zavatto"	"Closed"
"2/10/2021 8:30 AM"	4843413	"Pemberton Township Schools"	"Genesis"			"Importing Additional Field From Genesis"	"2/11/2021 1:51 PM"	"2/10/2021 8:30 AM"	"2/11/2021 12:40 PM"	"Fernando Zavatto"	"Closed"
"2/11/2021 4:30 PM"	4845213	"Westminster Public Schools"	"Infinite Campus"			"Parent not showing up in Bb"	"3/24/2021 3:47 PM"	"2/11/2021 4:30 PM"	"2/22/2021 2:35 PM"	"Fernando Zavatto"	"Closed"
"3/30/2021 2:06 PM"	4877357	"Greenville Ind School District"	"Skyward"			"DataLink Errors"	"5/6/2021 10:17 AM"	"3/30/2021 2:06 PM"	"4/6/2021 10:09 AM"	"Fernando Zavatto"	"Closed"
"3/31/2021 9:43 AM"	4877906	"Grants Pass School District 7"	"PowerSchool-API"			"Changes to Who Receives Automated Attendance Notifications"	"4/7/2021 10:58 AM"	"3/31/2021 9:43 AM"	"4/7/2021 10:40 AM"	"Fernando Zavatto"	"Closed"
"1/11/2021 12:19 PM"	4820248	"Baldwin Union Free School Dist"	"eSchoolData"			"Accounts"	"2/11/2021 1:03 PM"	"1/11/2021 12:19 PM"	"1/12/2021 12:50 PM"	"Fernando Zavatto"	"Closed"
"2/15/2021 7:17 PM"	4847204	"Mad River Local School Dist"	"DASL (VendorLink)"			"Parents missing in Bb Comms"	"2/26/2021 4:32 PM"	"2/15/2021 7:17 PM"	"2/26/2021 4:32 PM"	"Fernando Zavatto"	"Closed"
"4/9/2021 7:59 AM"	4882636	"Columbia Public Schools"	"Other"			"Concerns About Automated Attendance"	"4/15/2021 8:23 AM"	"4/9/2021 7:59 AM"	"4/14/2021 4:31 PM"	"Fernando Zavatto"	"Closed"
"4/9/2021 10:09 AM"	4882714	"Broward County Public Schools"	"PowerCampus (Ellucian)"			"Schedule Import Error"	"4/21/2021 11:32 AM"	"4/9/2021 10:11 AM"	"4/21/2021 11:32 AM"	"Fernando Zavatto"	"Closed"
"4/12/2021 12:24 PM"	4883651	"St. Charles Community Unit School District 303"	"eSchoolPLUS"			"Update to Custom Parent Query in Datalink"	"4/29/2021 3:47 PM"	"4/12/2021 12:42 PM"	"4/13/2021 11:29 AM"	"Fernando Zavatto"	"Closed"
"3/1/2021 10:43 AM"	4856791	"Russellville City School Dist"	"InformationNow-API"			"missing student"	"4/21/2021 2:03 PM"	"3/1/2021 11:44 AM"	"3/22/2021 1:51 PM"	"Fernando Zavatto"	"Closed"
"4/29/2021 3:57 PM"	4894395	"St. Charles Community Unit School District 303"	"eSchoolPLUS"			"Student Grades Question"	"5/5/2021 11:52 AM"	"4/29/2021 4:30 PM"	"5/5/2021 11:52 AM"	"Fernando Zavatto"	"Closed"
"3/3/2021 2:06 PM"	4859168	"Alvord Unified School District"	"Aeries"			"Incorrect Role"	"3/31/2021 11:33 AM"	"3/3/2021 2:06 PM"	"3/31/2021 11:33 AM"	"Fernando Zavatto"	"Closed"
"3/9/2021 12:15 PM"	4863584	"Westminster Public Schools"	"Infinite Campus"			"Attendance message"	"4/21/2021 11:32 AM"	"3/9/2021 12:15 PM"	"3/22/2021 11:19 AM"	"Fernando Zavatto"	"Closed"
"4/20/2021 3:07 PM"	4888500	"Richfield School District 280"	"Other"			"Bus Route"	"5/27/2021 3:18 PM"	"4/20/2021 3:07 PM"	"5/27/2021 3:17 PM"	"Fernando Zavatto"	"Closed"
"4/20/2021 5:13 PM"	4888665	"School District 49"	"PowerSchool-API"			"ParentLink syncing with PowerSchool"	"4/30/2021 10:02 AM"	"4/21/2021 9:09 AM"	"4/30/2021 9:33 AM"	"Fernando Zavatto"	"Closed"
"4/26/2021 9:53 AM"	4891624	"Wentzville School District R4"	"Tyler Tech"			"Bus 98AM Students is missing at least one student maybe more."	"6/11/2021 11:47 AM"	"4/26/2021 10:44 AM"	"5/12/2021 11:36 AM"	"Fernando Zavatto"	"Closed"
"4/30/2021 2:02 PM"	4895006	"Glendale Unified School District"	"Zangle (Q)"			"Attendance Calls"	"6/22/2021 5:45 PM"	"4/30/2021 2:23 PM"	"6/22/2021 4:42 PM"	"Fernando Zavatto"	"Closed"
"5/4/2021 11:33 AM"	4896562	"Glendale Union High School District #205"	"Synergy"			"Future Students"	"5/26/2021 3:02 PM"	"5/4/2021 11:33 AM"	"5/26/2021 2:08 PM"	"Fernando Zavatto"	"Closed"
"5/28/2021 4:48 PM"	4912722	"Glendale Unified School District"	"Zangle (Q)"			"Summer School Roll-Over/Set Up"	"6/22/2021 5:47 PM"	"6/1/2021 8:23 AM"	"6/22/2021 5:47 PM"	"Fernando Zavatto"	"Closed"
"6/4/2021 1:44 PM"	4916721	"AVON GROVE CHARTER SCHOOL"	"PowerSchool-API"			"Map of Grading terms to mobile App"	"6/24/2021 9:33 AM"	"6/7/2021 8:15 AM"	"6/24/2021 9:33 AM"	"Fernando Zavatto"	"Closed"
"3/15/2021 9:23 AM"	4867157	"AVON GROVE CHARTER SCHOOL"	"PowerSchool-API"			"New Field Added to Student Data Source"	"3/25/2021 2:54 PM"	"3/15/2021 9:23 AM"	"3/25/2021 2:50 PM"	"Fernando Zavatto"	"Closed"
"6/8/2021 9:56 AM"	4918393	"Wentzville School District R4"	"Tyler Tech"			"Data Link Migrations and Configuration Request"	"6/29/2021 11:46 AM"	"6/8/2021 10:27 AM"		"Fernando Zavatto"	"Pending User"
"6/8/2021 7:37 PM"	4919062	"Azusa Unified School District"	"Aeries"			"Send message to summer school roster"	"6/27/2021 5:02 PM"	"6/8/2021 7:37 PM"		"Fernando Zavatto"	"Pending User"
"6/29/2021 10:13 AM"	4931565	"St. Charles Community Unit School District 303"	"eSchoolPLUS"			"Add new data field"	"6/29/2021 4:54 PM"	"6/29/2021 10:50 AM"	"6/29/2021 4:54 PM"	"Fernando Zavatto"	"Solution Suggested"
"3/22/2021 3:44 PM"	4872084	"Winston-Salem/Forsyth County Schools"	"PowerSchool-API"			"Powerschool plugin is not querying contacts correctly"	"3/31/2021 4:33 PM"	"3/22/2021 3:44 PM"	"3/31/2021 4:33 PM"	"Martin Belzunce"	"Closed"
"3/24/2021 10:04 AM"	4873650	"Henderson Co School District"	"Infinite Campus"			"merge accounts"	"4/13/2021 4:29 PM"	"3/24/2021 10:40 AM"	"4/13/2021 4:29 PM"	"Martin Belzunce"	"Closed"
"10/30/2020 7:51 AM"	4770136	"Chicago Heights Elem Sd 170"	"TeacherEase/School Insight"			"Robocalls"	"1/6/2021 7:32 AM"	"10/30/2020 8:13 AM"	"12/7/2020 7:28 AM"	"Martin Belzunce"	"Closed"
"11/4/2020 12:08 PM"	4774199	"Gaston County Schools"	"PowerSchool-API"			"Realigning source data from NC Contacts to Contacts page"	"3/31/2021 12:33 PM"	"11/4/2020 1:29 PM"	"3/31/2021 12:33 PM"	"Martin Belzunce"	"Closed"
"11/19/2020 10:18 AM"	4786997	"Yonkers Public Schools"	"PowerSchool-API"			"Plugin"	"12/20/2020 10:18 AM"	"11/19/2020 10:23 AM"	"11/20/2020 10:06 AM"	"Martin Belzunce"	"Closed"
"11/20/2020 12:11 PM"	4788265	"Winston-Salem/Forsyth County Schools"	"PowerSchool-API"			"PowerSchool changing to core contacts in January 2021"	"1/22/2021 4:00 PM"	"11/20/2020 4:11 PM"	"1/22/2021 2:22 PM"	"Martin Belzunce"	"Closed"
"11/24/2020 12:45 PM"	4790596	"Community Consolidated School Dist 15"	"Infinite Campus"			"Staff Refresh working"	"11/30/2020 9:30 AM"	"11/24/2020 3:09 PM"	"11/30/2020 9:30 AM"	"Martin Belzunce"	"Closed"
"12/1/2020 1:26 PM"	4795029	"Tahoe Truckee Unified School District"	"Aeries"			"Attendance messages not working"	"12/21/2020 2:34 PM"	"12/1/2020 4:49 PM"	"12/21/2020 1:13 PM"	"Martin Belzunce"	"Closed"
"12/1/2020 6:50 PM"	4795390	"Broward County Public Schools"	"PowerCampus (Ellucian)"			"Student/Parent Sync Issue?"	"1/1/2021 6:02 AM"	"12/2/2020 8:19 AM"	"1/1/2021 6:02 AM"	"Martin Belzunce"	"Closed"
"12/1/2020 5:27 PM"	4795336	"Tahoe Truckee Unified School District"	"Aeries"			"Attendance message for Alder Creek Middle School"	"1/13/2021 11:03 AM"	"12/1/2020 5:34 PM"	"12/14/2020 10:49 AM"	"Martin Belzunce"	"Closed"
"12/3/2020 11:55 AM"	4797009	"Cumberland County School District"	"PowerSchool-API"			"Support with New Content Screen"	"2/28/2021 2:17 PM"	"12/3/2020 12:15 PM"	"1/29/2021 2:15 PM"	"Martin Belzunce"	"Closed"
"12/7/2020 3:22 PM"	4799590	"Coldspring-Oakhurst Cons Isd"	"TxEIS"			"Message issue"	"12/15/2020 10:42 AM"	"12/7/2020 3:33 PM"	"12/15/2020 9:59 AM"	"Martin Belzunce"	"Closed"
"12/7/2020 2:54 PM"	4799554	"Union Co Voc Tech Sch District"	"PowerSchool"			"Automated Attendance setup for UCVTS"	"5/4/2021 8:17 AM"	"12/7/2020 4:30 PM"	"5/4/2021 8:17 AM"	"Martin Belzunce"	"Closed"
"12/10/2020 7:36 AM"	4802457	"Brighton Central Sch District"	"Other"			"No automatically created groups for classes on a student's schedule"	"12/18/2020 10:33 AM"	"12/10/2020 8:22 AM"	"12/18/2020 10:26 AM"	"Martin Belzunce"	"Closed"
"12/10/2020 10:28 AM"	4802653	"Onslow County Public Schools"	"PowerSchool"			"NC Contacts"	"12/19/2020 1:47 PM"	"12/10/2020 11:10 AM"	"12/19/2020 1:47 PM"	"Martin Belzunce"	"Closed"
"12/15/2020 1:12 PM"	4806419	"Gaston County Schools"	"PowerSchool-API"			"No attendance messages being sent (3rd time this school year)"	"12/18/2020 12:18 PM"	"12/15/2020 3:07 PM"	"12/18/2020 12:02 PM"	"Martin Belzunce"	"Closed"
"12/16/2020 1:27 PM"	4807620	"Maercker School District 60"	"Skyward"			"No email address"	"1/17/2021 12:32 PM"	"12/16/2020 1:28 PM"	"12/18/2020 12:21 PM"	"Martin Belzunce"	"Closed"
"12/16/2020 6:52 PM"	4807946	"Garrison Union Free Sch Dist"	"eSchoolData"			"Populate accounts with Nvision"	"12/27/2020 10:32 AM"	"12/17/2020 9:25 AM"	"12/27/2020 10:32 AM"	"Martin Belzunce"	"Closed"
"12/18/2020 12:27 PM"	4809475	"Harris County Dept of Education"	"PowerSchool"			"Automated Attendance Notification Setup"	"1/1/2021 1:33 PM"	"12/18/2020 2:50 PM"	"1/1/2021 1:32 PM"	"Martin Belzunce"	"Closed"
"1/25/2021 11:05 AM"	4830374	"Chatham Co School District"	"PowerSchool"			"associated parent record for student missing from Powerschool data file"	"2/20/2021 10:18 AM"	"1/25/2021 11:05 AM"	"2/20/2021 10:17 AM"	"Martin Belzunce"	"Closed"
"2/2/2021 1:03 PM"	4837267	"Winston-Salem/Forsyth County Schools"	"PowerSchool-API"			"Updates to Contacts Data Source"	"3/6/2021 1:02 PM"	"2/2/2021 1:03 PM"	"2/4/2021 12:58 PM"	"Martin Belzunce"	"Closed"
"2/9/2021 12:30 PM"	4842626	"Susquenita School District"	"PowerSchool-API"			"Translation"	"3/3/2021 9:28 AM"	"2/9/2021 1:37 PM"	"3/3/2021 9:02 AM"	"Martin Belzunce"	"Closed"
"2/12/2021 6:04 PM"	4846268	"Phoenix-Talent School Dist 4"	"PowerSchool-API"			"Switch to standard student contact Powerschool fields"	"2/23/2021 2:43 PM"	"2/12/2021 6:04 PM"	"2/23/2021 2:39 PM"	"Martin Belzunce"	"Closed"
"4/1/2021 5:08 PM"	4879070	"Everett School District No. 2"	"eSchoolPLUS"			"FW: Blackboard"	"5/15/2021 8:02 AM"	"4/1/2021 5:15 PM"	"4/15/2021 8:01 AM"	"Martin Belzunce"	"Closed"
"2/18/2021 12:20 PM"	4849610	"West Des Moines Cmty Sch Dist"	"Infinite Campus"			"Script Adjustment needed."	"3/4/2021 10:39 AM"	"2/18/2021 2:28 PM"	"2/24/2021 12:18 PM"	"Martin Belzunce"	"Closed"
"4/7/2021 12:50 PM"	4881450	"Alabaster City School District"	"InformationNow-API"			"Incorrect Email"	"5/8/2021 1:18 PM"	"4/7/2021 12:50 PM"	"4/8/2021 1:16 PM"	"Martin Belzunce"	"Closed"
"2/24/2021 5:22 PM"	4853941	"The School of American Ballet"	"PowerSchool-API"			"Adding new fields to the import"	"3/27/2021 4:48 PM"	"2/24/2021 5:22 PM"	"2/25/2021 3:41 PM"	"Martin Belzunce"	"Closed"
"2/26/2021 10:26 AM"	4855548	"BISHOP GUILFOYLE HIGH SCHOOL"	"PowerSchool-API"			"Questions About Data Fields From PowerSchool"	"3/7/2021 2:18 PM"	"2/26/2021 10:26 AM"	"3/7/2021 2:18 PM"	"Martin Belzunce"	"Closed"
"3/1/2021 2:31 PM"	4857104	"West Des Moines Cmty Sch Dist"	"Infinite Campus"			"Custom field is blank"	"4/10/2021 4:17 PM"	"3/1/2021 2:31 PM"	"3/11/2021 3:13 PM"	"Martin Belzunce"	"Closed"
"3/2/2021 9:27 AM"	4857790	"Gaston County Schools"	"PowerSchool-API"			"Contacts are not being updated correctly"	"3/22/2021 1:56 PM"	"3/2/2021 10:33 AM"	"3/22/2021 12:14 PM"	"Martin Belzunce"	"Closed"
"3/3/2021 2:42 PM"	4859208	"Onslow County Public Schools"	"PowerSchool"			"Data Change"	"3/24/2021 9:33 AM"	"3/3/2021 2:42 PM"	"3/24/2021 9:32 AM"	"Martin Belzunce"	"Closed"
"4/30/2021 10:06 AM"	4894768	"Greenville Ind School District"	"Skyward"			"Another DataLink error."	"5/13/2021 1:06 PM"	"4/30/2021 10:34 AM"	"5/13/2021 1:06 PM"	"Martin Belzunce"	"Closed"
"6/29/2021 8:31 AM"	4931451	"Jackson Twp School District"	"Genesis"			"Problems With New School Year Data"	"6/29/2021 12:01 PM"	"6/29/2021 8:31 AM"	"6/29/2021 11:33 AM"	"Martin Belzunce"	"Closed"
"4/27/2021 11:33 AM"	4892497	"Winston-Salem/Forsyth County Schools"	"PowerSchool-API"			"FW: Failure in data import ""Staff SFTP Pull"" for Winston-Salem/Forsyth County Schools"	"5/6/2021 2:48 PM"	"4/27/2021 11:36 AM"	"5/6/2021 2:48 PM"	"Martin Belzunce"	"Closed"
"4/27/2021 4:06 PM"	4892787	"Westfield Washington Sch Dist"	"PowerSchool"			"Automated Attendance calls"	"5/29/2021 12:17 PM"	"4/27/2021 4:43 PM"	"4/29/2021 12:08 PM"	"Martin Belzunce"	"Closed"
"5/10/2021 4:46 PM"	4900454	"Des Plaines Cmty Cons Sd 62"	"Tyler SIS"			"Case #04868835"	"5/24/2021 4:18 PM"	"5/10/2021 4:51 PM"	"5/24/2021 3:59 PM"	"Martin Belzunce"	"Closed"
"5/26/2021 10:49 AM"	4910588	"Lynbrook Union Free School District"	"PowerSchool"			"Attendance Not Running"	"6/7/2021 2:37 PM"	"5/26/2021 10:49 AM"	"6/7/2021 2:37 PM"	"Martin Belzunce"	"Closed"
"6/10/2021 4:37 PM"	4920758	"Spring Independent School District"	"eSchoolData"			"School Administrator mismatch"	"6/17/2021 1:12 PM"	"6/11/2021 8:15 AM"	"6/17/2021 1:12 PM"	"Martin Belzunce"	"Closed"
"6/14/2021 11:54 AM"	4922210	"Williamson County Schools"	"Skyward"			"Run import"	"6/26/2021 9:32 AM"	"6/14/2021 11:54 AM"	"6/26/2021 9:32 AM"	"Martin Belzunce"	"Closed"
"3/16/2021 10:21 AM"	4868133	"Floyd County School District"	"PowerSchool-API"			"Concerns About Parent Data"	"3/29/2021 9:53 AM"	"3/16/2021 10:21 AM"	"3/22/2021 12:29 PM"	"Martin Belzunce"	"Closed"
"5/3/2021 9:14 AM"	4895602	"Neshaminy School District"	"PowerSchool"			"Receiving multiple timeout errors"	"5/10/2021 12:34 PM"	"5/3/2021 10:36 AM"	"5/10/2021 11:14 AM"	"Martin Belzunce"	"Closed"
"3/17/2021 1:05 PM"	4869547	"Estes Park School District R-3"	"PowerSchool"			"Parent Data Not Coming through the Extract"	"3/18/2021 4:42 PM"	"3/17/2021 1:28 PM"	"3/18/2021 3:28 PM"	"Martin Belzunce"	"Closed"
"9/10/2020 3:07 PM"	4720248	"Franklin Co School District"	"InformationNow-API"	"Mass Comm | Data Question/Training"	"Accounts"	"Accounts missing information"	"11/3/2020 10:07 AM"	"9/10/2020 3:07 PM"	"9/11/2020 4:46 PM"	"Martin Belzunce"	"Closed"
"9/11/2020 10:39 AM"	4721203	"Rockwall Ind School District"	"Skyward"	"Mass Comm | Data Problem"	"Lunch Balances"	"FW: Primero Student Balances- Blackboard is not Correct"	"11/3/2020 9:49 AM"	"9/11/2020 11:45 AM"	"10/2/2020 11:34 AM"	"Martin Belzunce"	"Closed"
"9/18/2020 1:36 PM"	4730408	"Hood River Co School District"	"eSchoolPlus-API"	"Mass Comm | Data Problem"	"Accounts"	"Missing classes"	"11/3/2020 9:49 AM"	"9/18/2020 1:36 PM"	"9/30/2020 10:17 AM"	"Martin Belzunce"	"Closed"
"9/21/2020 11:14 AM"	4731924	"Elk River Area School District"	"Infinite Campus"	"Mass Comm | Data Request"	"Enrollment"	"New Data Sources For Student Enrollment"	"11/3/2020 10:24 AM"	"9/21/2020 11:14 AM"	"9/24/2020 1:37 PM"	"Martin Belzunce"	"Closed"
"9/22/2020 10:29 AM"	4733319	"Rock Hill School District"	"PowerSchool"	"Mass Comm | Data Problem"	"Attendance"	"attendance calls not honoring preferred language"	"10/30/2020 4:32 PM"	"9/22/2020 10:29 AM"	"9/30/2020 4:28 PM"	"Martin Belzunce"	"Closed"
"9/23/2020 9:11 AM"	4734611	"Yonkers Public Schools"	"PowerSchool-API"	"Mass Comm | Question/Training"	"Accounts"	"Questions About Prek Students"	"11/4/2020 11:17 AM"	"9/23/2020 9:11 AM"	"10/5/2020 12:06 PM"	"Martin Belzunce"	"Closed"
"9/24/2020 1:20 PM"	4736458	"Greenwich Public Schools"	"Other"	"Mass Comm | Question/Training"	"Group"	"Members of Group"	"11/26/2020 8:02 AM"	"9/24/2020 1:20 PM"	"10/27/2020 8:48 AM"	"Martin Belzunce"	"Closed"
"10/1/2020 11:03 AM"	4743622	"Avoca Central School District"	"eSchoolData"	"Mass Comm | Data Question/Training"	"Attendance"	"Avoca - Student got absent call - never absent"	"11/6/2020 8:50 AM"	"10/1/2020 12:20 PM"	"11/5/2020 2:03 PM"	"Martin Belzunce"	"Closed"
"10/6/2020 3:37 PM"	4748375	"Jacksboro Ind Sch Dist"	"Skyward"	"Mass Comm | Data Problem"	"Accounts"	"Parent not getting messages"	"12/11/2020 8:17 AM"	"10/6/2020 3:37 PM"	"11/11/2020 8:08 AM"	"Martin Belzunce"	"Closed"
"10/8/2020 4:08 PM"	4751041	"Colorado Springs School District 11"	"Zangle (Q)"	"Mass Comm | Data Question/Training"	"Accounts"	"Section Room Numbers aren't displaying in the BBCommHQ app"	"11/14/2020 6:32 AM"	"10/8/2020 5:00 PM"	"10/15/2020 7:29 AM"	"Martin Belzunce"	"Closed"
"10/19/2020 12:28 PM"	4759794	"Lyford Consolidated Independent School District"	"TxEIS"	"Mass Comm | Data Problem"	"Attendance"	"Problem with Attendance Auto Message Import"	"11/28/2020 2:17 PM"	"10/19/2020 12:28 PM"	"10/29/2020 3:10 PM"	"Martin Belzunce"	"Closed"
"10/20/2020 11:41 AM"	4760976	"Folsom Cordova Unified School District"	"PowerSchool"	"Mass Comm | Data Question/Training"	"Attendance"	"Creating an automated message"	"1/6/2021 8:33 AM"	"10/20/2020 11:41 AM"	"12/7/2020 8:21 AM"	"Martin Belzunce"	"Closed"
"10/25/2020 2:56 PM"	4765151	"Lenape Regional High Sch Dist"	"Genesis"	"Mass Comm | Question/Training"	"Email"	"Questions Regarding Email Delivery"	"11/11/2020 12:06 PM"	"10/25/2020 2:56 PM"	"11/11/2020 12:06 PM"	"Martin Belzunce"	"Closed"
"10/26/2020 1:42 PM"	4765999	"Middleborough Public Schools"	"Aspen Follett (MSSQL)"	"Mass Comm | Data Question/Training"	"Accounts"	"Parent Receiving Attendance Calls for Incorrect Student"	"11/11/2020 3:32 PM"	"10/26/2020 1:42 PM"	"11/11/2020 3:32 PM"	"Martin Belzunce"	"Closed"
"10/27/2020 2:59 PM"	4767326	"Brunswick City School District"	"ProgressBook"	"Mass Comm | Data Question/Training"		"Student homeroom assignment information"	"11/23/2020 2:27 PM"	"10/27/2020 4:22 PM"	"11/20/2020 9:17 AM"	"Martin Belzunce"	"Closed"
"10/29/2020 10:11 AM"	4769141	"Hempstead Public Schools"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"FW: Spanish Version Messages"	"12/17/2020 9:48 AM"	"10/29/2020 10:35 AM"	"11/17/2020 9:40 AM"	"Martin Belzunce"	"Closed"
"6/2/2021 1:53 PM"	4915037	"Cascade Union Elem Sch Dist"				"ClassLink Rostering"	"6/8/2021 1:14 PM"	"6/2/2021 2:52 PM"	"6/8/2021 1:14 PM"	"Martin Belzunce"	"Solution Suggested"
"3/22/2021 9:49 AM"	4871748	"Clark County School District"	"InformationNow-API"			"Building Communicator in data file not importing"	"4/25/2021 11:03 AM"	"3/22/2021 9:49 AM"	"3/26/2021 10:56 AM"	"Matias Zulberti"	"Closed"
"11/3/2020 8:50 AM"	4772801	"Fauquier County Public Schools"	"Infinite Campus"			"Our transfers have failed"	"11/17/2020 9:08 AM"	"11/4/2020 8:42 AM"	"11/17/2020 9:03 AM"	"Matias Zulberti"	"Closed"
"11/4/2020 10:31 AM"	4774046	"Burke Co School District"	"PowerSchool"			"Nightly Data Sync Question"	"11/19/2020 2:21 PM"	"11/4/2020 10:48 AM"	"11/18/2020 10:13 AM"	"Matias Zulberti"	"Closed"
"11/8/2020 2:13 PM"	4777537	"Los Angeles Unified School District"	"Other"			"Missing Teachers - Premium Data Client"	"11/11/2020 6:37 PM"	"11/9/2020 8:14 AM"	"11/11/2020 12:58 PM"	"Matias Zulberti"	"Closed"
"11/13/2020 10:43 AM"	4782396	"Roosevelt Union Free School Dist"	"PowerSchool-API"			"Missing contacts"	"12/3/2020 10:17 AM"	"11/13/2020 10:43 AM"	"12/3/2020 10:17 AM"	"Matias Zulberti"	"Closed"
"11/19/2020 10:37 AM"	4787027	"West Chicago Elementary Sd 33"	"eSchoolPLUS"			"App information"	"12/14/2020 7:53 AM"	"12/3/2020 2:57 PM"	"12/14/2020 7:53 AM"	"Matias Zulberti"	"Closed"
"12/1/2020 9:18 AM"	4794626	"Cadillac Area Public Sch Dist"	"PowerSchool"			"Update to Schedule Data Source"	"12/1/2020 2:53 PM"	"12/1/2020 9:18 AM"	"12/1/2020 2:53 PM"	"Matias Zulberti"	"Closed"
"12/9/2020 2:35 PM"	4801813	"Perkiomen Valley Sch District"	"eSchoolPLUS"			"Accounts not in system"	"12/15/2020 8:48 AM"	"12/9/2020 3:02 PM"	"12/15/2020 8:39 AM"	"Matias Zulberti"	"Closed"
"12/14/2020 10:37 AM"	4805108	"Duplin County School District"	"PowerSchool-API"			"Guardian is missing from Student"	"1/14/2021 12:47 PM"	"12/14/2020 11:46 AM"	"12/15/2020 12:41 PM"	"Matias Zulberti"	"Closed"
"12/14/2020 4:18 PM"	4805625	"Mad River Local School Dist"	"DASL (VendorLink)"			"Missing Parent Accounts at Saville Elementary School"	"12/24/2020 10:33 AM"	"12/14/2020 4:23 PM"	"12/24/2020 10:33 AM"	"Matias Zulberti"	"Closed"
"12/14/2020 11:12 AM"	4805168	"Education Service Agency Region 11"				"Skyward extract for BbComms"	"12/18/2020 3:03 PM"	"12/14/2020 11:55 AM"	"12/18/2020 2:57 PM"	"Matias Zulberti"	"Closed"
"12/15/2020 4:41 PM"	4806733	"Tigard-Tualatin School District 23 J"	"Other"			"Attendance Calls Issue"	"1/17/2021 2:32 PM"	"12/15/2020 4:41 PM"	"1/17/2021 2:32 PM"	"Matias Zulberti"	"Closed"
"1/14/2021 4:28 PM"	4823552	"Plano Independent School District"	"Other"			"ParentLink Parent Login ID's do NOT match Plano ISD import data files"	"3/23/2021 2:36 PM"	"1/15/2021 8:16 AM"	"3/23/2021 1:06 PM"	"Matias Zulberti"	"Closed"
"1/14/2021 12:59 PM"	4823304	"Harris County Dept of Education"	"PowerSchool"			"Organizations"	"2/21/2021 7:18 AM"	"1/14/2021 12:59 PM"	"1/22/2021 7:04 AM"	"Matias Zulberti"	"Closed"
"1/21/2021 5:04 PM"	4828499	"McDowell County School District"	"PowerSchool-API"			"demographic and attendance data files haven't updated from Powerschool since 12.11.20 and 12.18.20 respectively"	"2/25/2021 8:32 AM"	"1/21/2021 5:04 PM"	"1/26/2021 8:19 AM"	"Matias Zulberti"	"Closed"
"1/22/2021 10:01 AM"	4828930	"Guntersville City School District"	"InformationNow-API"			"Groups not updating"	"1/27/2021 10:27 AM"	"1/22/2021 10:01 AM"	"1/27/2021 10:24 AM"	"Matias Zulberti"	"Closed"
